PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_EXT_SUBSTANCE_URL,SMILES
535006  1,"Allyl perfluorononanoate
117374-33-1",535006,http://en.chemfish.co.jp/index.php?id=20796&project=product,C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13582162  1,"4-Allyl-2,3,5,6-tetrafluorobenzonitrile
94220-31-2",13582162,http://en.chemfish.co.jp/index.php?id=20795&project=product,C=CCc1c(F)c(F)c(C#N)c(F)c1F
55296258  1,"trifluorobutyronitrile
1314914-15-2",55296258,http://en.chemfish.co.jp/index.php?id=20794&project=product,CC(=O)OC(C#N)CC(F)(F)F
2735847  1,"1-Acetyl-3(5)-heptafluoropropyl-5(3)-methyl-4-nitropyrazole
244033-12-3",2735847,http://en.chemfish.co.jp/index.php?id=20793&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c([N+](=O)[O-])c1C
328870  1,"2-Allylhexafluoroisopropanol
646-97-9",328870,http://en.chemfish.co.jp/index.php?id=20792&project=product,C=CCC(O)(C(F)(F)F)C(F)(F)F
2782456  1,"2-Aminohexafluoroisopropanol (30% in dioxane or diglyme)
31253-34-6",2782456,http://en.chemfish.co.jp/index.php?id=20791&project=product,NC(O)(C(F)(F)F)C(F)(F)F
2735840  1,"1-Acetyl-4-chloro-3(5)-heptafluoropropyl-5(3)-methylpyrazole
231301-25-0",2735840,http://en.chemfish.co.jp/index.php?id=20790&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1C
2735841  1,"1-Acetyl-4-chloro-3(5)-heptafluoropropyl-5(3)-phenylpyrazole
231947-18-5",2735841,http://en.chemfish.co.jp/index.php?id=20789&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1-c1ccccc1
2779378  1,"Allyl 1H,1H,5H-octafluoropentyl ether
3108-07-4",2779378,http://en.chemfish.co.jp/index.php?id=20788&project=product,C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)F
2737625  1,"4-Acetoxytetrafluorobenzoic acid
83789-90-6",2737625,http://en.chemfish.co.jp/index.php?id=20787&project=product,CC(=O)Oc1c(F)c(F)c(C(=O)O)c(F)c1F
2735872  1,"Allyl 1H,1H-perfluorooctyl ether
812-72-6",2735872,http://en.chemfish.co.jp/index.php?id=20786&project=product,C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
75406357  1,"Trimethylsilyl perfluoroheptanoate
1244856-04-9",75406357,http://en.chemfish.co.jp/index.php?id=20785&project=product,C[Si](C)(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
56776497  1,"Trimethylsilyl 2-(2-bromotetrafluoroethoxy) tetrafluoropropionate
1309602-76-3",56776497,http://en.chemfish.co.jp/index.php?id=20784&project=product,C[Si](C)(C)OC(=O)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F
56587801  1,"4-Allylheptafluorotoluene
253882-74-5",56587801,http://en.chemfish.co.jp/index.php?id=20783&project=product,C=CCc1c(F)c(F)c(C(F)(F)F)c(F)c1F
2778415  1,"Allyl 2-chloro-1,1,2-trifluoroethyl ether
380-44-9",2778415,http://en.chemfish.co.jp/index.php?id=20782&project=product,C=CCOC(F)(F)C(F)Cl
630342  1,"4-Aminoperfluorobiphenyl
969-25-5",630342,http://en.chemfish.co.jp/index.php?id=20781&project=product,Nc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
615115  1,"1-Acetyl-4-bromo-5(3)-methyl-3(5)-(trifluoromethyl)pyrazole
229980-59-0",615115,http://en.chemfish.co.jp/index.php?id=20780&project=product,CC(=O)n1nc(C(F)(F)F)c(Br)c1C
2782453  1,"1-Acetyl-3(5)-nonafluorobutyl-5(3)-phenylpyrazole
511243-92-8",2782453,http://en.chemfish.co.jp/index.php?id=20779&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1-c1ccccc1
67845  1,"Allyl trifluoroacetate
383-67-5",67845,http://en.chemfish.co.jp/index.php?id=20778&project=product,C=CCOC(=O)C(F)(F)F
2735935  1,"2-Amino-3-(pentafluorophenyl)propionic acid
3321-96-8",2735935,http://en.chemfish.co.jp/index.php?id=20777&project=product,NC(Cc1c(F)c(F)c(F)c(F)c1F)C(=O)O
2775709  1,"3-Amino-5-nitrobenzotrifluoride
401-94-5",2775709,http://en.chemfish.co.jp/index.php?id=20776&project=product,Nc1cc([N+](=O)[O-])cc(C(F)(F)F)c1
146013779  1,"Trimethylsilyl 2,3,4,5-tetrafluorobenzoate
1616373-58-0",146013779,http://en.chemfish.co.jp/index.php?id=20775&project=product,C[Si](C)(C)OC(=O)c1cc(F)c(F)c(F)c1F
99770887  1,"Trimethylsilyl nonafluoropentanoate
1435806-43-1",99770887,http://en.chemfish.co.jp/index.php?id=20774&project=product,C[Si](C)(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2735859  1,"1-Acetyl-5(3)-methyl-3(5)-(trifluoromethyl)pyrazole
244214-00-4",2735859,http://en.chemfish.co.jp/index.php?id=20773&project=product,CC(=O)n1nc(C(F)(F)F)cc1C
2735837  1,"1-Acetyl-4-bromo-3(5)-heptafluoropropyl-5(3)-phenylpyrazole
231955-61-6",2735837,http://en.chemfish.co.jp/index.php?id=20772&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1-c1ccccc1
13570053  1,"Allyl 1H,1H,2H,2H-perfluorooctyl ether
103628-86-0",13570053,http://en.chemfish.co.jp/index.php?id=20771&project=product,C=CCOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
121502  1,"2-Amino-1-[4-(trifluoromethyl)phenyl]propane
1626-74-0",121502,http://en.chemfish.co.jp/index.php?id=20770&project=product,CC(N)Cc1ccc(C(F)(F)F)cc1
3787958  1,"2-Vinylhexafluoroisopropanol
19701-19-0",3787958,http://en.chemfish.co.jp/index.php?id=20769&project=product,C=CC(O)(C(F)(F)F)C(F)(F)F
102076  1,"Tris(pentafluorophenyl)phosphine
1259-35-4",102076,http://en.chemfish.co.jp/index.php?id=20768&project=product,Fc1c(F)c(F)c(P(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
2756269  1,"1-Acetyl-4-bromo-5(3)-phenyl-3(5)-(trifluoromethyl)pyrazole
231955-60-5",2756269,http://en.chemfish.co.jp/index.php?id=20767&project=product,CC(=O)n1nc(C(F)(F)F)c(Br)c1-c1ccccc1
56587797  1,"1-Acetyl-4-bromo-5(3)-heptafluoropropyl-3(5)-methylpyrazole
232278-00-1",56587797,http://en.chemfish.co.jp/index.php?id=20766&project=product,CC(=O)n1nc(C)c(Br)c1C(F)(F)C(F)(F)C(F)(F)F
2735842  1,"1-Acetyl-4-chloro-5(3)-methyl-3(5)-(trifluoromethyl)pyrazole
231301-10-3",2735842,http://en.chemfish.co.jp/index.php?id=20765&project=product,CC(=O)n1nc(C(F)(F)F)c(Cl)c1C
12809739  1,"3,3,3-Trifluoro-2-(trifluoromethyl)propionyl chloride
382-19-4",12809739,http://en.chemfish.co.jp/index.php?id=20764&project=product,O=C(Cl)C(C(F)(F)F)C(F)(F)F
11390804  1,"4-(Trifluorovinyl)benzenesulfonyl fluoride
185848-06-0",11390804,http://en.chemfish.co.jp/index.php?id=20763&project=product,O=S(=O)(F)c1ccc(C(F)=C(F)F)cc1
44717389  1,"2-Amino-3-methyl-1,1,1-trifluorobutane
1582-18-9",44717389,http://en.chemfish.co.jp/index.php?id=20762&project=product,CC(C)C(N)C(F)(F)F
2735863  1,"1-Acetyl-3(5)-perfluorohexyl-5(3)-(trifluoromethyl)pyrazole
231301-29-4",2735863,http://en.chemfish.co.jp/index.php?id=20761&project=product,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)F
342970  1,"3-Amino-4,4,4-trifluorobutyric acid
584-20-3",342970,http://en.chemfish.co.jp/index.php?id=20760&project=product,NC(CC(=O)O)C(F)(F)F
15175705  1,"1,1,1-Trifluoro-5-methoxy-5-methylhexane-2,4-dione
146195-65-5",15175705,http://en.chemfish.co.jp/index.php?id=20759&project=product,COC(C)(C)C(=O)CC(=O)C(F)(F)F
10397175  1,"4,4,4-Trifluorobut-2-enyl acetate
728040-39-9",10397175,http://en.chemfish.co.jp/index.php?id=20758&project=product,CC(=O)OCC=CC(F)(F)F
14062074  1,"4,4,4-Trifluorocrotonoyl chloride
406-92-8",14062074,http://en.chemfish.co.jp/index.php?id=20757&project=product,O=C(Cl)C=CC(F)(F)F
5463458  1,"3-(Trifluoromethyl)crotonic acid
69056-67-3",5463458,http://en.chemfish.co.jp/index.php?id=20756&project=product,CC(=CC(=O)O)C(F)(F)F
2777997  1,"4,4,4-Trifluoro-3-(trifluoromethyl)butan-1-ol
17327-35-4",2777997,http://en.chemfish.co.jp/index.php?id=20755&project=product,OCCC(C(F)(F)F)C(F)(F)F
5708769  1,"4,4,4-Trifluorobut-2-en-1-ol
674-53-3",5708769,http://en.chemfish.co.jp/index.php?id=20754&project=product,OCC=CC(F)(F)F
2782798  1,"4-(Trifluoromethyl)styrene
402-50-6",2782798,http://en.chemfish.co.jp/index.php?id=20753&project=product,C=Cc1ccc(C(F)(F)F)cc1
13667832  1,"4,4,4-Trifluoro-3-(trifluoromethyl)crotonal
104291-39-6",13667832,http://en.chemfish.co.jp/index.php?id=20752&project=product,O=CC=C(C(F)(F)F)C(F)(F)F
2777088  1,"1,1,2-Trifluoro-2-chloroethyl 2,2,2-trifluoroethyl ether
25364-98-1",2777088,http://en.chemfish.co.jp/index.php?id=20751&project=product,FC(Cl)C(F)(F)OCC(F)(F)F
136645  1,"4,4,4-Trifluorobutylamine
819-46-5",136645,http://en.chemfish.co.jp/index.php?id=20750&project=product,NCCCC(F)(F)F
2777106  1,"1,1,2-Trifluorodec-1-ene
692-05-7",2777106,http://en.chemfish.co.jp/index.php?id=20749&project=product,CCCCCCCCC(F)=C(F)F
136256  1,"2,2,2-Trifluoroethyl acetate
406-95-1",136256,http://en.chemfish.co.jp/index.php?id=20748&project=product,CC(=O)OCC(F)(F)F
11400829  1,"1,1,1-Trifluoro-3-methylbutan-2-ol
382-02-5",11400829,http://en.chemfish.co.jp/index.php?id=20747&project=product,CC(C)C(O)C(F)(F)F
2783343  1,"3,3,3-Trifluoropropionyl chloride
41463-83-6",2783343,http://en.chemfish.co.jp/index.php?id=20746&project=product,O=C(Cl)CC(F)(F)F
5708782  1,"4,4,4-Trifluorocrotononitrile
406-86-0",5708782,http://en.chemfish.co.jp/index.php?id=20745&project=product,N#CC=CC(F)(F)F
272689  1,"1,1,2-Trifluoropenta-1,4-diene
401-49-0",272689,http://en.chemfish.co.jp/index.php?id=20744&project=product,C=CCC(F)=C(F)F
2777933  1,"4,5,5-Trifluoropent-4-en-1-ol
109993-33-1",2777933,http://en.chemfish.co.jp/index.php?id=20743&project=product,OCCCC(F)=C(F)F
5972633  1,"(1Z)-2,2,2-Trifluoro-N'-hydroxyethanimidamide
4314-35-6",5357115,http://en.chemfish.co.jp/index.php?id=20742&project=product,NC(=NO)C(F)(F)F
15669  1,"4,4,4-Trifluoro-3-(trifluoromethyl)crotonic acid
1763-28-6",15669,http://en.chemfish.co.jp/index.php?id=20741&project=product,O=C(O)C=C(C(F)(F)F)C(F)(F)F
10606970  1,"5,6,6-Trifluorohex-5-en-1-ol
145343-37-9",10606970,http://en.chemfish.co.jp/index.php?id=20740&project=product,OCCCCC(F)=C(F)F
67996  1,"4-(Trifluoromethyl)benzaldehyde
455-19-6",67996,http://en.chemfish.co.jp/index.php?id=20739&project=product,O=Cc1ccc(C(F)(F)F)cc1
2782445  1,"3,3,3-Trifluoropropanal dimethylacetal
116586-94-8",2782445,http://en.chemfish.co.jp/index.php?id=20738&project=product,COC(CC(F)(F)F)OC
12635340  1,"3,3,3-Trifluoropropyl p-toluenesulfonate
2342-67-8",12635340,http://en.chemfish.co.jp/index.php?id=20737&project=product,Cc1ccc(S(=O)(=O)OCCC(F)(F)F)cc1
2777531  1,"(Trifluoromethyl)maleic anhydride
700-27-6",2777531,http://en.chemfish.co.jp/index.php?id=20736&project=product,O=C1C=C(C(F)(F)F)C(=O)O1
67864  1,"1,1,1-Trifluorohexane-2,4-dione
400-54-4",67864,http://en.chemfish.co.jp/index.php?id=20735&project=product,CCC(=O)CC(=O)C(F)(F)F
2776026  1,"(2,2,2-Trifluoroethoxy)pentafluorobenzene
6669-03-0",2776026,http://en.chemfish.co.jp/index.php?id=20734&project=product,Fc1c(F)c(F)c(OCC(F)(F)F)c(F)c1F
15244  1,"4,4,4-Trifluoro-3-hydroxy-3-(trifluoromethyl)butyric acid
1547-36-0",15244,http://en.chemfish.co.jp/index.php?id=20733&project=product,O=C(O)CC(O)(C(F)(F)F)C(F)(F)F
12664  1,"2,4,6-Trifluoro-1,3,5-triazine
675-14-9",12664,http://en.chemfish.co.jp/index.php?id=20732&project=product,Fc1nc(F)nc(F)n1
2776240  1,"1-(Trifluoromethyl)trifluoroethanesultone
773-15-9",2776240,http://en.chemfish.co.jp/index.php?id=20731&project=product,O=S1(=O)OC(F)(F)C1(F)C(F)(F)F
2769671  1,"Trifluoroethenesufonyl fluoride
684-10-6",2769671,http://en.chemfish.co.jp/index.php?id=20730&project=product,O=S(=O)(F)C(F)=C(F)F
244896  1,"3,3,3-Trifluoro-DL-lactic acid
684-07-1",244896,http://en.chemfish.co.jp/index.php?id=20729&project=product,O=C(O)C(O)C(F)(F)F
"187408  1
313  2
136645  2","4,4,4-Trifluorobutylamine hydrochloride
84153-82-2",187408,http://en.chemfish.co.jp/index.php?id=20728&project=product,Cl.NCCCC(F)(F)F
68182  1,"2-(Trifluoromethyl)propan-2-ol
507-52-8",68182,http://en.chemfish.co.jp/index.php?id=20727&project=product,CC(C)(O)C(F)(F)F
3860633  1,"1,1,1-Trifluoroisopropyl acetate
400-37-3",3860633,http://en.chemfish.co.jp/index.php?id=20726&project=product,CC(=O)OC(C)C(F)(F)F
68010  1,"(Trifluoromethoxy)benzene
456-55-3",68010,http://en.chemfish.co.jp/index.php?id=20725&project=product,FC(F)(F)Oc1ccccc1
238398  1,"1,1,1-Trifluoro-3-methylbutan-2-one
382-03-6",238398,http://en.chemfish.co.jp/index.php?id=20724&project=product,CC(C)C(=O)C(F)(F)F
2760788  1,"1,1,2-Trifluorooct-1-ene
760-99-6",2760788,http://en.chemfish.co.jp/index.php?id=20723&project=product,CCCCCCC(F)=C(F)F
5709625  1,"1,1,1-Trifluorohept-2-ene
53392-78-2",5709625,http://en.chemfish.co.jp/index.php?id=20722&project=product,CCCCC=CC(F)(F)F
2769672  1,"5,5,5-Trifluoropentan-1-ol
352-61-4",2769672,http://en.chemfish.co.jp/index.php?id=20721&project=product,OCCCCC(F)(F)F
2782446  1,"5,5,5-Trifluoropentanoic acid
407-62-5",2782446,http://en.chemfish.co.jp/index.php?id=20720&project=product,O=C(O)CCCC(F)(F)F
2777078  1,"(3,4,4-Trifluorobut-3-enoxy)benzene
261761-15-3",2777078,http://en.chemfish.co.jp/index.php?id=20719&project=product,FC(F)=C(F)CCOc1ccccc1
1272518  1,"4,4,4-Trifluorobutyramide
461-34-7",1272518,http://en.chemfish.co.jp/index.php?id=20718&project=product,NC(=O)CCC(F)(F)F
2782447  1,"4,5,5-Trifluoropent-4-enoic acid
110003-22-0",2782447,http://en.chemfish.co.jp/index.php?id=20717&project=product,O=C(O)CCC(F)=C(F)F
141681  1,"2,2,2-Trifluoroethyl formate
32042-38-9",141681,http://en.chemfish.co.jp/index.php?id=20716&project=product,O=COCC(F)(F)F
45075684  1,"4,4,4-Trifluorobutyl 4,4,4-trifluorobutyrate
885276-39-1",45075684,http://en.chemfish.co.jp/index.php?id=20715&project=product,O=C(CCC(F)(F)F)OCCCC(F)(F)F
2777074  1,"1,1,2-Trifluorobut-1-ene
383-84-6",2777074,http://en.chemfish.co.jp/index.php?id=20714&project=product,CCC(F)=C(F)F
5708781  1,"4,4,4-Trifluorocrotonamide
590-76-1",5708781,http://en.chemfish.co.jp/index.php?id=20713&project=product,NC(=O)C=CC(F)(F)F
2782190  1,"4,4,4-Trifluoro-3-(trifluoromethyl)butyric acid
17327-33-2",2782190,http://en.chemfish.co.jp/index.php?id=20712&project=product,O=C(O)CC(C(F)(F)F)C(F)(F)F
12702817  1,"3,3,3-Trifluoropropionitrile
20530-38-5",12702817,http://en.chemfish.co.jp/index.php?id=20711&project=product,N#CCC(F)(F)F
67990  1,"3-(Trifluoromethyl)benzaldehyde
454-89-7",67990,http://en.chemfish.co.jp/index.php?id=20710&project=product,O=Cc1cccc(C(F)(F)F)c1
10001  1,"3,3,3-Trifluoropropylamine
460-39-9",10001,http://en.chemfish.co.jp/index.php?id=20709&project=product,NCCC(F)(F)F
11768573  1,"1,1,2-Trifluorobut-1-en-4-ol
97168-13-3",11768573,http://en.chemfish.co.jp/index.php?id=20708&project=product,OCCC(F)=C(F)F
23236310  1,"1,1,1-Trifluorohex-2-ene
53392-87-3",23236310,http://en.chemfish.co.jp/index.php?id=20707&project=product,CCCC=CC(F)(F)F
9834155  1,"2,2,2-Trifluoroethyl phenyl ketone
709-21-7",9834155,http://en.chemfish.co.jp/index.php?id=20706&project=product,O=C(CC(F)(F)F)c1ccccc1
9789  1,"2-(Trifluoromethyl)acrylonitrile
381-84-0",9789,http://en.chemfish.co.jp/index.php?id=20705&project=product,C=C(C#N)C(F)(F)F
120237  1,"Perfluoromethoxypropionoyl fluoride
425-38-7",120237,http://en.chemfish.co.jp/index.php?id=20704&project=product,O=C(F)C(F)(F)C(F)(F)OC(F)(F)F
14338621  1,"3,3,3-Trifluoropropanal diethylacetal
688-29-9",14338621,http://en.chemfish.co.jp/index.php?id=20703&project=product,CCOC(CC(F)(F)F)OCC
543096  1,"4,4,4-Trifluorobutyronitrile
690-95-9",543096,http://en.chemfish.co.jp/index.php?id=20702&project=product,N#CCCC(F)(F)F
45075683  1,"4,4,4-Trifluorobutyl hexanoate
885276-36-8",45075683,http://en.chemfish.co.jp/index.php?id=20701&project=product,CCCCCC(=O)OCCCC(F)(F)F
67781  1,"5-(Trifluoromethyl)-1,3-phenylenediamine
368-53-6",67781,http://en.chemfish.co.jp/index.php?id=20700&project=product,Nc1cc(N)cc(C(F)(F)F)c1
298179  1,"Tetrafluoro-4-(trifluoromethyl)phenylhydrazine
1868-85-5",298179,http://en.chemfish.co.jp/index.php?id=20699&project=product,NNc1c(F)c(F)c(C(F)(F)F)c(F)c1F
2782638  1,"1,1,2-Trifluoropent-1-ene
261761-31-3",2782638,http://en.chemfish.co.jp/index.php?id=20698&project=product,CCCC(F)=C(F)F
2782635  1,"(2,2,2-Trifluoroethyl)oxirane
407-12-5",2782635,http://en.chemfish.co.jp/index.php?id=20697&project=product,FC(F)(F)CC1CO1
55296417  1,"5,5,5-Trifluoropent-2-enoic acid
1314994-88-1",55296417,http://en.chemfish.co.jp/index.php?id=20696&project=product,O=C(O)C=CCC(F)(F)F
2782531  1,"2,2,2-Trifluoroethyl 2-fluoroacrylate
74359-10-7",2782531,http://en.chemfish.co.jp/index.php?id=20695&project=product,C=C(F)C(=O)OCC(F)(F)F
14000568  1,"Trifluoromethanesulfonyl bromide
15458-53-4",14000568,http://en.chemfish.co.jp/index.php?id=20694&project=product,O=S(=O)(Br)C(F)(F)F
"13697406  1
962  2
5177764  2","Trifluoropyruvic acid monohydrate
431-72-1",13697406,http://en.chemfish.co.jp/index.php?id=20693&project=product,O.O=C(O)C(=O)C(F)(F)F
2782639  1,"2,4,6-Trifluorotoluene
93343-11-4",2782639,http://en.chemfish.co.jp/index.php?id=20692&project=product,Cc1c(F)cc(F)cc1F
74242  1,"2,2,2-Trifluoroethanesulfonyl chloride
1648-99-3",74242,http://en.chemfish.co.jp/index.php?id=20691&project=product,O=S(=O)(Cl)CC(F)(F)F
2779024  1,"Trifluoropyruvic aldehyde (20% aqueous solution)
91944-47-7",2779024,http://en.chemfish.co.jp/index.php?id=20690&project=product,O=CC(=O)C(F)(F)F
68028  1,"3,3,3-Trifluoropropanal
460-40-2",68028,http://en.chemfish.co.jp/index.php?id=20689&project=product,O=CCC(F)(F)F
89830  1,"1,1,1-Trifluoro-5,5-dimethylhexane-2,4-dione
22767-90-4",89830,http://en.chemfish.co.jp/index.php?id=20688&project=product,CC(C)(C)C(=O)CC(=O)C(F)(F)F
67573  1,"1,3,5-Trichlorotrifluorobenzene
319-88-0",67573,http://en.chemfish.co.jp/index.php?id=20687&project=product,Fc1c(Cl)c(F)c(Cl)c(F)c1Cl
9745  1,"1,3,5-Trifluorobenzene
372-38-3",9745,http://en.chemfish.co.jp/index.php?id=20686&project=product,Fc1cc(F)cc(F)c1
21263805  1,"4-Trifluoroacetylbenzoyl chloride
58808-60-9",21263805,http://en.chemfish.co.jp/index.php?id=20685&project=product,O=C(Cl)c1ccc(C(=O)C(F)(F)F)cc1
2734920  1,"3,3,3-Trifluoro-DL-alanine
17463-43-3",2734920,http://en.chemfish.co.jp/index.php?id=20684&project=product,NC(C(=O)O)C(F)(F)F
5709623  1,"4,5,5,5-Tetrafluoro-4-(trifluoromethoxy)pent-2-en-1-ol
261760-21-8",5709623,http://en.chemfish.co.jp/index.php?id=20683&project=product,OCC=CC(F)(OC(F)(F)F)C(F)(F)F
5709624  1,"1,1,1,2-Tetrafluoro-2-(trifluoromethyl)oct-3-ene
261760-26-3",5709624,http://en.chemfish.co.jp/index.php?id=20682&project=product,CCCCC=CC(F)(C(F)(F)F)C(F)(F)F
2776850  1,"1,2,2-Tribromo-1H,1H-perfluorohexane
59665-24-6",2776850,http://en.chemfish.co.jp/index.php?id=20681&project=product,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
2776875  1,"Trifluoroacetaldehyde dimethyl acetal
42415-20-3",2776875,http://en.chemfish.co.jp/index.php?id=20680&project=product,COC(OC)C(F)(F)F
12940081  1,"2,3,5,6-Tetrfluoro-4-(trifluoromethyl)benzyl chloride
248262-31-9",12940081,http://en.chemfish.co.jp/index.php?id=20679&project=product,Fc1c(F)c(C(F)(F)F)c(F)c(F)c1CCl
5325496  1,"Trifluoroacetyl bromide
354-31-4",5325496,http://en.chemfish.co.jp/index.php?id=20678&project=product,O=C(Br)C(F)(F)F
170861  1,"2,2,2-Trichloroethyl methacrylate
50601-47-3",170861,http://en.chemfish.co.jp/index.php?id=20677&project=product,C=C(C)C(=O)OCC(Cl)(Cl)Cl
2777059  1,"2,4,6-Trifluorobenzyl bromide
151411-98-2",2777059,http://en.chemfish.co.jp/index.php?id=20676&project=product,Fc1cc(F)c(CBr)c(F)c1
14512801  1,"1,1,1-Trifluorobutane
460-34-4",14512801,http://en.chemfish.co.jp/index.php?id=20675&project=product,CCCC(F)(F)F
2776860  1,"2,3,4-Trichloro-3,4,4-trifluorobut-1-ene
261760-98-9",2776860,http://en.chemfish.co.jp/index.php?id=20674&project=product,C=C(Cl)C(F)(Cl)C(F)(F)Cl
2776882  1,"Trifluoroacetamidine
354-37-0",2776882,http://en.chemfish.co.jp/index.php?id=20673&project=product,N=C(N)C(F)(F)F
71651785  1,"3,3,4-Tribromo-1,1,1,2,2-pentafluorobutane
1379361-16-6",71651785,http://en.chemfish.co.jp/index.php?id=20672&project=product,FC(F)(F)C(F)(F)C(Br)(Br)CBr
521845  1,"2,4,6-Trifluorobenzaldehyde
58551-83-0",521845,http://en.chemfish.co.jp/index.php?id=20671&project=product,O=Cc1c(F)cc(F)cc1F
2782616  1,"3,4,4,4-Tetrafluoro-3-(trifluoromethyl)but-1-yne
24690-53-7",2782616,http://en.chemfish.co.jp/index.php?id=20670&project=product,C#CC(F)(C(F)(F)F)C(F)(F)F
136237  1,"4-(Trifluoroacetyl)toluene
394-59-2",136237,http://en.chemfish.co.jp/index.php?id=20668&project=product,Cc1ccc(C(=O)C(F)(F)F)cc1
2776954  1,"3,4,5-Trifluorobenzaldehyde
132123-54-7",2776954,http://en.chemfish.co.jp/index.php?id=20667&project=product,O=Cc1cc(F)c(F)c(F)c1
2775530  1,"1-Trifluoroacetyl-5(3)-methyl-3(5)-(trifluoromethyl)pyrazole
261778-40-9",2775530,http://en.chemfish.co.jp/index.php?id=20666&project=product,Cc1cc(C(F)(F)F)nn1C(=O)C(F)(F)F
2776796  1,"2,3,5,6-Tetrafluoro-4-(trifluoromethyl)benzoic acid
5216-22-8",2776796,http://en.chemfish.co.jp/index.php?id=20665&project=product,O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F
73767  1,"N-(Trifluoroacetyl)imidazole
1546-79-8",73767,http://en.chemfish.co.jp/index.php?id=20664&project=product,O=C(n1ccnc1)C(F)(F)F
2773246  1,"1-Trifluoroacetyl-3,5-bis(trifluoromethyl)pyrazole
261761-10-8",2773246,http://en.chemfish.co.jp/index.php?id=20663&project=product,O=C(n1nc(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F
67938  1,"1,1,2-Trichlorotrifluoroprop-1-ene
431-52-7",67938,http://en.chemfish.co.jp/index.php?id=20662&project=product,FC(F)(F)C(Cl)=C(Cl)Cl
2776799  1,"4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pentanoic acid
243139-62-0",2776799,http://en.chemfish.co.jp/index.php?id=20661&project=product,O=C(O)CCC(F)(C(F)(F)F)C(F)(F)F
616257  1,"2,3,5,6-Tetrafluoro-4-(trifluoromethyl)aniline
651-83-2",616257,http://en.chemfish.co.jp/index.php?id=20660&project=product,Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
14794618  1,"Triethoxy[4,4-bis(trifluoromethyl)-5,5,6,6,7,7,7-heptafluoroheptyl]silane
130676-81-2",14794618,http://en.chemfish.co.jp/index.php?id=20659&project=product,CCO[Si](CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC
98041707  1,"2,4,6-Trifluorobenzyl methacrylate
1820739-95-4",98041707,http://en.chemfish.co.jp/index.php?id=20658&project=product,C=C(C)C(=O)OCc1c(F)cc(F)cc1F
13456324  1,"2,2,3,3-Tetrafluoro-3-(trifluoromethoxy)propionic anhydride
42566-65-4",13456324,http://en.chemfish.co.jp/index.php?id=20657&project=product,O=C(OC(=O)C(F)(F)C(F)(F)OC(F)(F)F)C(F)(F)C(F)(F)OC(F)(F)F
13299942  1,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-9-iodononane
89889-20-3",13299942,http://en.chemfish.co.jp/index.php?id=20656&project=product,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI
4200740  1,"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propyloxirane
74328-57-7",4200740,http://en.chemfish.co.jp/index.php?id=20655&project=product,FC(F)(F)C(F)(CC1CO1)C(F)(F)F
67716  1,"Trifluoroacetyl fluoride
354-34-7",67716,http://en.chemfish.co.jp/index.php?id=20654&project=product,O=C(F)C(F)(F)F
75406200  1,"4,4,5-Tribromo-1,1,1,2,2,3,3-heptafluoropentane
1426252-03-0",75406200,http://en.chemfish.co.jp/index.php?id=20653&project=product,FC(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr
